id,split,dimension,target_expression,data_csv,image
SmartGen-9502_run_001,hd,6,-2.5*sin(x3) + 2.5*log(x5+1) + 1.8*x4**3 - 3.0*x2**4 - 2.5*sin(x1) + 1.8*cos(x6),csv/hd/SmartGen-9502/SmartGen-9502_run_001.csv,images/hd/SmartGen-9502/SmartGen-9502_run_001.png
SmartGen-9503_run_001,hd,5,-3.0*x5**5 - 2.5*x3**2 - 3.0*x1**3 - 2.5*x2 + 3.0*cos(x4),csv/hd/SmartGen-9503/SmartGen-9503_run_001.csv,images/hd/SmartGen-9503/SmartGen-9503_run_001.png
SmartGen-9504_run_001,hd,5,1.8*x3 - 1.2*x1 + 3.0*x2**3 + 3.0*x4 + 1.1*x5**5,csv/hd/SmartGen-9504/SmartGen-9504_run_001.csv,images/hd/SmartGen-9504/SmartGen-9504_run_001.png
SmartGen-9505_run_001,hd,6,1.1*sin(x1) + 3.0*sqrt(x3) + 2.5*x6 - 3.0*cos(x5) - 1.2*x4**5 - 1.2*cos(x2),csv/hd/SmartGen-9505/SmartGen-9505_run_001.csv,images/hd/SmartGen-9505/SmartGen-9505_run_001.png
SmartGen-9506_run_001,hd,5,1.8*x4 - 3.0*sin(x2) + 2.5*x1**2 + 1.1*x5**4 + 1.1*x3**5,csv/hd/SmartGen-9506/SmartGen-9506_run_001.csv,images/hd/SmartGen-9506/SmartGen-9506_run_001.png
SmartGen-9507_run_001,hd,4,1.8*x1**3 - 3.0*log(abs(x3)+1) + 1.1*x4**4 - 3.0*x2**5,csv/hd/SmartGen-9507/SmartGen-9507_run_001.csv,images/hd/SmartGen-9507/SmartGen-9507_run_001.png
SmartGen-9508_run_001,hd,4,-2.5*x2**5 - 2.5*x3**2 - 2.5*x4 - 2.5*cos(x1),csv/hd/SmartGen-9508/SmartGen-9508_run_001.csv,images/hd/SmartGen-9508/SmartGen-9508_run_001.png
SmartGen-9509_run_001,hd,5,1.1*x2**5 + 1.1*x1 + 1.1*sqrt(x4) - 3.0*x5**5 + 1.1*x3**3,csv/hd/SmartGen-9509/SmartGen-9509_run_001.csv,images/hd/SmartGen-9509/SmartGen-9509_run_001.png
SmartGen-9510_run_001,hd,5,-3.0*x2**4 + 1.1*x4**2 - 2.5*x5**4 + 1.8*x1**5 + 1.1*cos(x3),csv/hd/SmartGen-9510/SmartGen-9510_run_001.csv,images/hd/SmartGen-9510/SmartGen-9510_run_001.png
SmartGen-9511_run_001,hd,4,1.1*cos(x3) + 3.0*x1**4 + 1.8*x2**4 - 3.0*x4**4,csv/hd/SmartGen-9511/SmartGen-9511_run_001.csv,images/hd/SmartGen-9511/SmartGen-9511_run_001.png
SmartGen-9512_run_001,hd,4,3.0*sin(x4) + 1.1*cos(x3) - 1.2*x2 + 2.5*sin(x1),csv/hd/SmartGen-9512/SmartGen-9512_run_001.csv,images/hd/SmartGen-9512/SmartGen-9512_run_001.png
SmartGen-9513_run_001,hd,3,-3.0*sin(x2) - 2.5*x1**2 + 2.5*x3**5,csv/hd/SmartGen-9513/SmartGen-9513_run_001.csv,images/hd/SmartGen-9513/SmartGen-9513_run_001.png
SmartGen-9514_run_001,hd,4,-2.5*x1**2 - 3.0*exp(0.1*x2) - 2.5*x4**4 + 3.0*x3,csv/hd/SmartGen-9514/SmartGen-9514_run_001.csv,images/hd/SmartGen-9514/SmartGen-9514_run_001.png
SmartGen-9515_run_001,hd,5,3.0*x2 - 1.2*x3 - 2.5*sin(x4) + 1.8*x5 - 1.2*exp(0.1*x1),csv/hd/SmartGen-9515/SmartGen-9515_run_001.csv,images/hd/SmartGen-9515/SmartGen-9515_run_001.png
SmartGen-9516_run_001,hd,3,-1.2*cos(x2) - 3.0*x1**3 - 1.2*x3,csv/hd/SmartGen-9516/SmartGen-9516_run_001.csv,images/hd/SmartGen-9516/SmartGen-9516_run_001.png
SmartGen-9517_run_001,hd,3,3.0*x3**2 - 1.2*x1**2 - 3.0*x2,csv/hd/SmartGen-9517/SmartGen-9517_run_001.csv,images/hd/SmartGen-9517/SmartGen-9517_run_001.png
SmartGen-9518_run_001,hd,6,3.0*x3**3 + 1.8*sqrt(x4) + 1.1*x6**2 + 1.8*x2**4 - 3.0*x5 + 1.1*x1**3,csv/hd/SmartGen-9518/SmartGen-9518_run_001.csv,images/hd/SmartGen-9518/SmartGen-9518_run_001.png
SmartGen-9519_run_001,hd,3,1.1*x1 - 2.5*sin(x3) + 1.1*sin(x2),csv/hd/SmartGen-9519/SmartGen-9519_run_001.csv,images/hd/SmartGen-9519/SmartGen-9519_run_001.png
SmartGen-9520_run_001,hd,6,1.1*x2 + 2.5*x3**2 - 1.2*sqrt(x6) - 2.5*cos(x1) + 1.1*x4**5 + 2.5*x5**5,csv/hd/SmartGen-9520/SmartGen-9520_run_001.csv,images/hd/SmartGen-9520/SmartGen-9520_run_001.png
SmartGen-9521_run_001,hd,5,1.8*sin(x4) + 3.0*x1**4 - 3.0*x3 + 3.0*x5**3 + 2.5*cos(x2),csv/hd/SmartGen-9521/SmartGen-9521_run_001.csv,images/hd/SmartGen-9521/SmartGen-9521_run_001.png
SmartGen-9522_run_001,hd,6,3.0*x5**5 + 3.0*x1**4 + 1.8*x3**2 + 1.8*sin(x6) + 2.5*x4**2 + 2.5*x2**3,csv/hd/SmartGen-9522/SmartGen-9522_run_001.csv,images/hd/SmartGen-9522/SmartGen-9522_run_001.png
SmartGen-9523_run_001,hd,4,-1.2*x4**3 + 1.8*x1**3 - 2.5*x2**3 - 2.5*x3,csv/hd/SmartGen-9523/SmartGen-9523_run_001.csv,images/hd/SmartGen-9523/SmartGen-9523_run_001.png
SmartGen-9524_run_001,hd,5,1.8*x3**4 + 1.8*x5**5 - 1.2*x2**2 + 2.5*cos(x1) + 3.0*x4**3,csv/hd/SmartGen-9524/SmartGen-9524_run_001.csv,images/hd/SmartGen-9524/SmartGen-9524_run_001.png
SmartGen-9525_run_001,hd,4,3.0*x3**5 - 1.2*x1**5 - 2.5*x2**2 + 1.1*x4**2,csv/hd/SmartGen-9525/SmartGen-9525_run_001.csv,images/hd/SmartGen-9525/SmartGen-9525_run_001.png
SmartGen-9526_run_001,hd,6,2.5*x2**3 + 2.5*x5**4 - 3.0*cos(x1) + 3.0*x3**3 + 1.8*cos(x6) + 1.1*sin(x4),csv/hd/SmartGen-9526/SmartGen-9526_run_001.csv,images/hd/SmartGen-9526/SmartGen-9526_run_001.png
SmartGen-9527_run_001,hd,3,-2.5*x2**3 - 3.0*x3**3 - 1.2*x1**4,csv/hd/SmartGen-9527/SmartGen-9527_run_001.csv,images/hd/SmartGen-9527/SmartGen-9527_run_001.png
SmartGen-9528_run_001,hd,6,1.1*x5**2 + 3.0*x6**3 + 3.0*cos(x1) + 1.1*sin(x3) + 2.5*sin(x4) - 1.2*x2**5,csv/hd/SmartGen-9528/SmartGen-9528_run_001.csv,images/hd/SmartGen-9528/SmartGen-9528_run_001.png
SmartGen-9529_run_001,hd,3,-1.2*x2**4 - 2.5*x1 + 3.0*sin(x3),csv/hd/SmartGen-9529/SmartGen-9529_run_001.csv,images/hd/SmartGen-9529/SmartGen-9529_run_001.png
SmartGen-9530_run_001,hd,4,1.1*sin(x3) - 3.0*x1**3 - 2.5*x2 - 1.2*sin(x4),csv/hd/SmartGen-9530/SmartGen-9530_run_001.csv,images/hd/SmartGen-9530/SmartGen-9530_run_001.png
SmartGen-9531_run_001,hd,3,-1.2*cos(x2) - 3.0*x3**4 + 1.1*x1**5,csv/hd/SmartGen-9531/SmartGen-9531_run_001.csv,images/hd/SmartGen-9531/SmartGen-9531_run_001.png
SmartGen-9532_run_001,hd,6,1.8*x1**3 + 1.1*cos(x4) - 3.0*x3**2 - 3.0*x2**4 + 3.0*cos(x6) - 1.2*log(abs(x5)+1),csv/hd/SmartGen-9532/SmartGen-9532_run_001.csv,images/hd/SmartGen-9532/SmartGen-9532_run_001.png
SmartGen-9533_run_001,hd,6,-3.0*x3 + 2.5*sin(x4) + 2.5*cos(x5) - 3.0*x1**5 - 1.2*x2**3 + 1.1*x6**3,csv/hd/SmartGen-9533/SmartGen-9533_run_001.csv,images/hd/SmartGen-9533/SmartGen-9533_run_001.png
SmartGen-9534_run_001,hd,4,-2.5*x4 - 1.2*cos(x2) - 3.0*x1 - 2.5*x3**5,csv/hd/SmartGen-9534/SmartGen-9534_run_001.csv,images/hd/SmartGen-9534/SmartGen-9534_run_001.png
SmartGen-9535_run_001,hd,4,-1.2*x3**2 + 1.1*x1 + 1.1*x2 + 3.0*sin(x4),csv/hd/SmartGen-9535/SmartGen-9535_run_001.csv,images/hd/SmartGen-9535/SmartGen-9535_run_001.png
SmartGen-9536_run_001,hd,3,1.1*x2**4 - 3.0*log(x1+1) + 1.8*sin(x3),csv/hd/SmartGen-9536/SmartGen-9536_run_001.csv,images/hd/SmartGen-9536/SmartGen-9536_run_001.png
SmartGen-9537_run_001,hd,6,1.8*x4**2 + 3.0*x6**5 - 3.0*cos(x1) - 2.5*cos(x2) + 1.8*x5 - 1.2*x3**3,csv/hd/SmartGen-9537/SmartGen-9537_run_001.csv,images/hd/SmartGen-9537/SmartGen-9537_run_001.png
SmartGen-9538_run_001,hd,3,3.0*cos(x2) - 3.0*x3**5 + 1.8*x1**4,csv/hd/SmartGen-9538/SmartGen-9538_run_001.csv,images/hd/SmartGen-9538/SmartGen-9538_run_001.png
SmartGen-9539_run_001,hd,6,-2.5*sqrt(x5) + 1.8*x1**5 - 2.5*x3**4 + 3.0*x2**4 - 1.2*sqrt(x4) + 3.0*exp(0.1*x6),csv/hd/SmartGen-9539/SmartGen-9539_run_001.csv,images/hd/SmartGen-9539/SmartGen-9539_run_001.png
SmartGen-9540_run_001,hd,5,-2.5*sin(x2) + 1.1*cos(x4) + 2.5*x1 - 3.0*x3 - 2.5*x5**2,csv/hd/SmartGen-9540/SmartGen-9540_run_001.csv,images/hd/SmartGen-9540/SmartGen-9540_run_001.png
SmartGen-9541_run_001,hd,3,-3.0*x1 - 1.2*x2 + 3.0*sqrt(x3),csv/hd/SmartGen-9541/SmartGen-9541_run_001.csv,images/hd/SmartGen-9541/SmartGen-9541_run_001.png
SmartGen-9542_run_001,hd,6,-1.2*x1**2 + 1.8*x3**3 - 3.0*x5**4 + 2.5*x4**5 - 1.2*x2**5 + 1.1*sin(x6),csv/hd/SmartGen-9542/SmartGen-9542_run_001.csv,images/hd/SmartGen-9542/SmartGen-9542_run_001.png
SmartGen-9543_run_001,hd,4,-1.2*x2**5 + 2.5*sin(x3) + 2.5*x4**5 - 2.5*cos(x1),csv/hd/SmartGen-9543/SmartGen-9543_run_001.csv,images/hd/SmartGen-9543/SmartGen-9543_run_001.png
SmartGen-9544_run_001,hd,5,-3.0*cos(x2) + 1.1*x4**5 - 2.5*x1 + 1.8*x3**3 - 1.2*x5**4,csv/hd/SmartGen-9544/SmartGen-9544_run_001.csv,images/hd/SmartGen-9544/SmartGen-9544_run_001.png
SmartGen-9545_run_001,hd,5,-3.0*cos(x2) - 2.5*x3**4 + 3.0*x4 - 2.5*cos(x5) + 2.5*x1**3,csv/hd/SmartGen-9545/SmartGen-9545_run_001.csv,images/hd/SmartGen-9545/SmartGen-9545_run_001.png
SmartGen-9546_run_001,hd,6,1.1*sin(x3) + 2.5*sin(x2) + 3.0*x6 - 3.0*x1**3 - 1.2*cos(x5) + 1.8*cos(x4),csv/hd/SmartGen-9546/SmartGen-9546_run_001.csv,images/hd/SmartGen-9546/SmartGen-9546_run_001.png
SmartGen-9547_run_001,hd,3,1.1*sqrt(x2) - 1.2*x1**3 - 1.2*sin(x3),csv/hd/SmartGen-9547/SmartGen-9547_run_001.csv,images/hd/SmartGen-9547/SmartGen-9547_run_001.png
SmartGen-9548_run_001,hd,5,-3.0*sin(x1) - 1.2*cos(x2) - 3.0*cos(x5) + 1.8*sin(x3) + 3.0*cos(x4),csv/hd/SmartGen-9548/SmartGen-9548_run_001.csv,images/hd/SmartGen-9548/SmartGen-9548_run_001.png
SmartGen-9549_run_001,hd,6,-3.0*x3**2 - 3.0*sin(x5) + 1.8*cos(x1) + 3.0*x6**2 + 2.5*x2**4 + 1.1*x4**5,csv/hd/SmartGen-9549/SmartGen-9549_run_001.csv,images/hd/SmartGen-9549/SmartGen-9549_run_001.png
SmartGen-9550_run_001,hd,6,-1.2*sin(x2) + 1.1*x1**4 + 2.5*x4 + 1.1*cos(x6) + 2.5*x5**4 - 3.0*sin(x3),csv/hd/SmartGen-9550/SmartGen-9550_run_001.csv,images/hd/SmartGen-9550/SmartGen-9550_run_001.png
SmartGen-9551_run_001,hd,4,2.5*x1**5 + 1.8*x3**4 - 3.0*x4**3 + 1.1*sin(x2),csv/hd/SmartGen-9551/SmartGen-9551_run_001.csv,images/hd/SmartGen-9551/SmartGen-9551_run_001.png
SmartGen-9552_run_001,hd,4,1.8*x2**4 + 1.8*x3**2 + 1.8*x1 + 2.5*x4**2,csv/hd/SmartGen-9552/SmartGen-9552_run_001.csv,images/hd/SmartGen-9552/SmartGen-9552_run_001.png
SmartGen-9553_run_001,hd,4,-2.5*x3**5 + 3.0*cos(x2) - 2.5*x1**3 + 3.0*x4**3,csv/hd/SmartGen-9553/SmartGen-9553_run_001.csv,images/hd/SmartGen-9553/SmartGen-9553_run_001.png
SmartGen-9554_run_001,hd,4,2.5*cos(x2) + 3.0*cos(x3) + 3.0*x1**4 + 3.0*sin(x4),csv/hd/SmartGen-9554/SmartGen-9554_run_001.csv,images/hd/SmartGen-9554/SmartGen-9554_run_001.png
SmartGen-9555_run_001,hd,3,-2.5*sin(x1) + 1.8*x3**4 - 1.2*sin(x2),csv/hd/SmartGen-9555/SmartGen-9555_run_001.csv,images/hd/SmartGen-9555/SmartGen-9555_run_001.png
SmartGen-9556_run_001,hd,4,3.0*x1**5 - 2.5*x3**5 + 3.0*x4 + 2.5*x2**4,csv/hd/SmartGen-9556/SmartGen-9556_run_001.csv,images/hd/SmartGen-9556/SmartGen-9556_run_001.png
SmartGen-9557_run_001,hd,5,1.1*x5**3 + 2.5*sin(x1) + 1.8*x2 - 3.0*x4**2 + 1.8*sin(x3),csv/hd/SmartGen-9557/SmartGen-9557_run_001.csv,images/hd/SmartGen-9557/SmartGen-9557_run_001.png
SmartGen-9558_run_001,hd,5,-2.5*x5**3 + 1.8*cos(x2) + 2.5*x1**2 + 1.1*cos(x3) - 2.5*sin(x4),csv/hd/SmartGen-9558/SmartGen-9558_run_001.csv,images/hd/SmartGen-9558/SmartGen-9558_run_001.png
SmartGen-9559_run_001,hd,6,2.5*x1 - 2.5*x2**2 + 1.8*x5 + 3.0*exp(0.1*x4) - 1.2*x6 - 2.5*sin(x3),csv/hd/SmartGen-9559/SmartGen-9559_run_001.csv,images/hd/SmartGen-9559/SmartGen-9559_run_001.png
SmartGen-9560_run_001,hd,6,3.0*sin(x4) + 3.0*cos(x2) + 3.0*cos(x3) + 1.1*x5**4 - 2.5*x6**3 - 2.5*x1**4,csv/hd/SmartGen-9560/SmartGen-9560_run_001.csv,images/hd/SmartGen-9560/SmartGen-9560_run_001.png
SmartGen-9561_run_001,hd,6,-3.0*x6**4 + 3.0*x5**2 + 1.1*sin(x3) - 1.2*x2**4 + 1.8*sin(x1) + 3.0*x4**2,csv/hd/SmartGen-9561/SmartGen-9561_run_001.csv,images/hd/SmartGen-9561/SmartGen-9561_run_001.png
SmartGen-9562_run_001,hd,3,1.1*sin(x3) + 1.8*cos(x2) + 1.8*x1**5,csv/hd/SmartGen-9562/SmartGen-9562_run_001.csv,images/hd/SmartGen-9562/SmartGen-9562_run_001.png
SmartGen-9563_run_001,hd,5,1.8*x4 + 1.8*sqrt(abs(x3)) + 3.0*cos(x2) - 1.2*sin(x5) + 3.0*x1**4,csv/hd/SmartGen-9563/SmartGen-9563_run_001.csv,images/hd/SmartGen-9563/SmartGen-9563_run_001.png
SmartGen-9564_run_001,hd,5,3.0*x5**5 + 1.1*x1 - 1.2*cos(x3) - 2.5*exp(0.1*x4) - 1.2*x2**4,csv/hd/SmartGen-9564/SmartGen-9564_run_001.csv,images/hd/SmartGen-9564/SmartGen-9564_run_001.png
SmartGen-9565_run_001,hd,4,-2.5*x4 + 1.8*x2**5 + 2.5*sin(x3) + 2.5*cos(x1),csv/hd/SmartGen-9565/SmartGen-9565_run_001.csv,images/hd/SmartGen-9565/SmartGen-9565_run_001.png
SmartGen-9566_run_001,hd,5,2.5*x5**2 - 1.2*x4**3 + 3.0*cos(x2) + 3.0*x1**3 - 3.0*x3**2,csv/hd/SmartGen-9566/SmartGen-9566_run_001.csv,images/hd/SmartGen-9566/SmartGen-9566_run_001.png
SmartGen-9567_run_001,hd,5,1.1*x1 - 3.0*x4**2 - 2.5*sin(x5) + 1.8*cos(x3) - 3.0*x2,csv/hd/SmartGen-9567/SmartGen-9567_run_001.csv,images/hd/SmartGen-9567/SmartGen-9567_run_001.png
SmartGen-9568_run_001,hd,3,-3.0*cos(x2) + 1.8*x3**4 + 3.0*exp(0.1*x1),csv/hd/SmartGen-9568/SmartGen-9568_run_001.csv,images/hd/SmartGen-9568/SmartGen-9568_run_001.png
SmartGen-9569_run_001,hd,5,-2.5*x2**2 + 1.8*x4**5 + 1.1*x1**4 - 3.0*sin(x5) + 3.0*cos(x3),csv/hd/SmartGen-9569/SmartGen-9569_run_001.csv,images/hd/SmartGen-9569/SmartGen-9569_run_001.png
SmartGen-9570_run_001,hd,6,3.0*cos(x1) + 3.0*x6 + 2.5*sin(x5) - 1.2*x4 - 1.2*x3**5 + 3.0*x2**2,csv/hd/SmartGen-9570/SmartGen-9570_run_001.csv,images/hd/SmartGen-9570/SmartGen-9570_run_001.png
SmartGen-9571_run_001,hd,5,3.0*x1**4 - 3.0*x5**5 + 3.0*x4 + 2.5*x2 - 1.2*x3**5,csv/hd/SmartGen-9571/SmartGen-9571_run_001.csv,images/hd/SmartGen-9571/SmartGen-9571_run_001.png
SmartGen-9572_run_001,hd,5,1.8*sin(x4) + 3.0*sin(x5) - 3.0*cos(x3) + 1.8*cos(x1) + 2.5*x2**2,csv/hd/SmartGen-9572/SmartGen-9572_run_001.csv,images/hd/SmartGen-9572/SmartGen-9572_run_001.png
SmartGen-9573_run_001,hd,4,3.0*x2**5 + 3.0*cos(x1) + 1.8*x3**2 - 2.5*sin(x4),csv/hd/SmartGen-9573/SmartGen-9573_run_001.csv,images/hd/SmartGen-9573/SmartGen-9573_run_001.png
SmartGen-9574_run_001,hd,6,1.1*cos(x1) + 1.8*cos(x2) + 2.5*x6**2 + 3.0*x3**3 + 2.5*x5**2 - 1.2*log(abs(x4)+1),csv/hd/SmartGen-9574/SmartGen-9574_run_001.csv,images/hd/SmartGen-9574/SmartGen-9574_run_001.png
SmartGen-9575_run_001,hd,4,1.1*sin(x2) - 3.0*cos(x1) - 3.0*exp(0.1*x4) + 1.1*x3**2,csv/hd/SmartGen-9575/SmartGen-9575_run_001.csv,images/hd/SmartGen-9575/SmartGen-9575_run_001.png
SmartGen-9576_run_001,hd,3,3.0*x1**5 - 3.0*x2**4 - 2.5*x3**2,csv/hd/SmartGen-9576/SmartGen-9576_run_001.csv,images/hd/SmartGen-9576/SmartGen-9576_run_001.png
SmartGen-9577_run_001,hd,6,-1.2*cos(x4) + 1.8*x3 + 1.8*x1 + 2.5*sin(x2) - 3.0*sin(x6) - 3.0*x5**5,csv/hd/SmartGen-9577/SmartGen-9577_run_001.csv,images/hd/SmartGen-9577/SmartGen-9577_run_001.png
SmartGen-9578_run_001,hd,4,1.1*cos(x4) - 3.0*x1**3 - 1.2*x3**3 - 3.0*x2**2,csv/hd/SmartGen-9578/SmartGen-9578_run_001.csv,images/hd/SmartGen-9578/SmartGen-9578_run_001.png
SmartGen-9579_run_001,hd,6,1.1*sin(x1) - 1.2*x3**3 + 2.5*x4**5 - 2.5*x2 - 2.5*cos(x5) - 1.2*x6,csv/hd/SmartGen-9579/SmartGen-9579_run_001.csv,images/hd/SmartGen-9579/SmartGen-9579_run_001.png
SmartGen-9580_run_001,hd,6,1.1*x5 + 1.1*exp(0.1*x2) + 2.5*x6**2 + 3.0*x3**3 + 1.8*x1**3 + 3.0*x4**2,csv/hd/SmartGen-9580/SmartGen-9580_run_001.csv,images/hd/SmartGen-9580/SmartGen-9580_run_001.png
SmartGen-9581_run_001,hd,5,2.5*x4**4 + 2.5*sin(x2) + 3.0*log(abs(x5)+1) + 1.1*x1**5 - 2.5*x3**5,csv/hd/SmartGen-9581/SmartGen-9581_run_001.csv,images/hd/SmartGen-9581/SmartGen-9581_run_001.png
SmartGen-9582_run_001,hd,4,1.1*x4**4 + 3.0*exp(0.1*x2) + 1.8*sin(x3) - 3.0*x1**4,csv/hd/SmartGen-9582/SmartGen-9582_run_001.csv,images/hd/SmartGen-9582/SmartGen-9582_run_001.png
SmartGen-9583_run_001,hd,6,2.5*cos(x3) + 3.0*x2**3 + 2.5*exp(0.1*x4) + 1.1*x5**5 + 3.0*x1**3 - 3.0*exp(0.1*x6),csv/hd/SmartGen-9583/SmartGen-9583_run_001.csv,images/hd/SmartGen-9583/SmartGen-9583_run_001.png
SmartGen-9584_run_001,hd,5,1.1*x1 + 3.0*x4**3 - 2.5*x2**4 - 2.5*x3**3 + 1.8*x5**2,csv/hd/SmartGen-9584/SmartGen-9584_run_001.csv,images/hd/SmartGen-9584/SmartGen-9584_run_001.png
SmartGen-9585_run_001,hd,5,3.0*x5**5 + 2.5*sin(x4) - 1.2*x2**2 + 3.0*x1**5 + 2.5*cos(x3),csv/hd/SmartGen-9585/SmartGen-9585_run_001.csv,images/hd/SmartGen-9585/SmartGen-9585_run_001.png
SmartGen-9586_run_001,hd,3,1.1*cos(x3) - 1.2*x2 + 2.5*cos(x1),csv/hd/SmartGen-9586/SmartGen-9586_run_001.csv,images/hd/SmartGen-9586/SmartGen-9586_run_001.png
SmartGen-9587_run_001,hd,6,-3.0*x4**3 - 2.5*x2**2 + 1.8*cos(x3) - 2.5*x5**3 + 3.0*cos(x1) - 3.0*cos(x6),csv/hd/SmartGen-9587/SmartGen-9587_run_001.csv,images/hd/SmartGen-9587/SmartGen-9587_run_001.png
SmartGen-9588_run_001,hd,6,2.5*x4**4 + 1.8*x5**5 - 3.0*x6**4 + 1.1*cos(x3) + 2.5*exp(0.1*x2) - 2.5*log(x1+1),csv/hd/SmartGen-9588/SmartGen-9588_run_001.csv,images/hd/SmartGen-9588/SmartGen-9588_run_001.png
SmartGen-9589_run_001,hd,3,1.1*sin(x3) + 1.1*x1**3 + 2.5*x2**3,csv/hd/SmartGen-9589/SmartGen-9589_run_001.csv,images/hd/SmartGen-9589/SmartGen-9589_run_001.png
SmartGen-9590_run_001,hd,4,-1.2*exp(0.1*x1) - 1.2*x3 + 3.0*x2**4 + 1.8*sin(x4),csv/hd/SmartGen-9590/SmartGen-9590_run_001.csv,images/hd/SmartGen-9590/SmartGen-9590_run_001.png
SmartGen-9591_run_001,hd,3,3.0*x1**5 + 3.0*cos(x3) + 3.0*x2**5,csv/hd/SmartGen-9591/SmartGen-9591_run_001.csv,images/hd/SmartGen-9591/SmartGen-9591_run_001.png
SmartGen-9592_run_001,hd,5,3.0*cos(x2) + 2.5*x3**2 - 2.5*x5**5 - 2.5*sin(x1) - 1.2*x4**2,csv/hd/SmartGen-9592/SmartGen-9592_run_001.csv,images/hd/SmartGen-9592/SmartGen-9592_run_001.png
SmartGen-9593_run_001,hd,4,-3.0*x4 - 2.5*x1**3 - 3.0*cos(x2) + 1.1*log(x3+1),csv/hd/SmartGen-9593/SmartGen-9593_run_001.csv,images/hd/SmartGen-9593/SmartGen-9593_run_001.png
SmartGen-9594_run_001,hd,6,2.5*x5**4 - 3.0*sqrt(x3) + 1.8*cos(x2) + 3.0*x4 + 1.8*log(x6+1) + 2.5*sin(x1),csv/hd/SmartGen-9594/SmartGen-9594_run_001.csv,images/hd/SmartGen-9594/SmartGen-9594_run_001.png
SmartGen-9595_run_001,hd,5,2.5*x4**3 + 1.8*sin(x1) - 1.2*x5**2 + 2.5*log(abs(x2)+1) + 2.5*x3**5,csv/hd/SmartGen-9595/SmartGen-9595_run_001.csv,images/hd/SmartGen-9595/SmartGen-9595_run_001.png
SmartGen-9596_run_001,hd,5,1.8*x2**3 + 3.0*x5**5 + 3.0*x3**4 + 2.5*x1 + 3.0*x4**4,csv/hd/SmartGen-9596/SmartGen-9596_run_001.csv,images/hd/SmartGen-9596/SmartGen-9596_run_001.png
SmartGen-9597_run_001,hd,5,-3.0*x4**5 - 1.2*log(x3+1) + 2.5*sin(x1) - 1.2*x2**5 - 1.2*x5**5,csv/hd/SmartGen-9597/SmartGen-9597_run_001.csv,images/hd/SmartGen-9597/SmartGen-9597_run_001.png
SmartGen-9598_run_001,hd,5,3.0*x1**4 + 2.5*x4 - 1.2*x3**5 - 1.2*cos(x2) + 1.8*x5**5,csv/hd/SmartGen-9598/SmartGen-9598_run_001.csv,images/hd/SmartGen-9598/SmartGen-9598_run_001.png
SmartGen-9599_run_001,hd,3,-1.2*x2**4 + 1.8*x1**3 + 2.5*sin(x3),csv/hd/SmartGen-9599/SmartGen-9599_run_001.csv,images/hd/SmartGen-9599/SmartGen-9599_run_001.png
SmartGen-9600_run_001,hd,5,-3.0*x1**4 - 3.0*x4**5 - 2.5*exp(0.1*x2) - 2.5*exp(0.1*x5) - 3.0*cos(x3),csv/hd/SmartGen-9600/SmartGen-9600_run_001.csv,images/hd/SmartGen-9600/SmartGen-9600_run_001.png
SmartGen-9601_run_001,hd,6,-2.5*x5**3 + 1.1*sin(x3) + 1.1*x4**2 + 1.8*x6 - 1.2*cos(x1) - 3.0*x2,csv/hd/SmartGen-9601/SmartGen-9601_run_001.csv,images/hd/SmartGen-9601/SmartGen-9601_run_001.png
SmartGen-9602_run_001,hd,3,1.1*x3 + 3.0*x1 + 2.5*cos(x2),csv/hd/SmartGen-9602/SmartGen-9602_run_001.csv,images/hd/SmartGen-9602/SmartGen-9602_run_001.png
SmartGen-9603_run_001,hd,4,-3.0*x1 + 1.8*x2**3 - 2.5*x3**2 + 3.0*sqrt(x4),csv/hd/SmartGen-9603/SmartGen-9603_run_001.csv,images/hd/SmartGen-9603/SmartGen-9603_run_001.png
SmartGen-9604_run_001,hd,4,-2.5*x4**4 + 1.8*x1**4 - 3.0*x3**3 + 1.8*x2**5,csv/hd/SmartGen-9604/SmartGen-9604_run_001.csv,images/hd/SmartGen-9604/SmartGen-9604_run_001.png
SmartGen-9605_run_001,hd,5,1.1*cos(x4) + 3.0*exp(0.1*x2) - 2.5*cos(x3) - 2.5*cos(x5) - 1.2*x1**4,csv/hd/SmartGen-9605/SmartGen-9605_run_001.csv,images/hd/SmartGen-9605/SmartGen-9605_run_001.png
SmartGen-9606_run_001,hd,6,2.5*sin(x5) + 3.0*sin(x3) - 1.2*x1**5 - 1.2*x6**2 - 1.2*cos(x4) - 2.5*sin(x2),csv/hd/SmartGen-9606/SmartGen-9606_run_001.csv,images/hd/SmartGen-9606/SmartGen-9606_run_001.png
SmartGen-9607_run_001,hd,5,2.5*x2**2 + 1.1*sin(x4) + 1.8*x1 - 3.0*x3**4 - 2.5*x5**2,csv/hd/SmartGen-9607/SmartGen-9607_run_001.csv,images/hd/SmartGen-9607/SmartGen-9607_run_001.png
SmartGen-9608_run_001,hd,5,1.8*sin(x5) - 1.2*cos(x2) - 3.0*cos(x3) + 1.1*x4**2 + 1.1*x1**5,csv/hd/SmartGen-9608/SmartGen-9608_run_001.csv,images/hd/SmartGen-9608/SmartGen-9608_run_001.png
SmartGen-9609_run_001,hd,3,-3.0*cos(x2) + 2.5*x3**2 + 1.8*x1**3,csv/hd/SmartGen-9609/SmartGen-9609_run_001.csv,images/hd/SmartGen-9609/SmartGen-9609_run_001.png
